playerShort,player,club,leagueCountry,birthday,height,weight,position,skin_colour,games,victories,ties,defeats,goals,yellowCards,yellowReds,redCards,english,german,french,spanish,birthYear
petr-jiracek,Petr Jiráček,Hamburger SV,Germany,02.03.1986,180.0,77.0,Left Midfielder,0.125,187,85,44,58,18,24,0,1,0,1,0,0,1986
phil-bardsley,Phil Bardsley,Sunderland AFC,England,28.06.1985,180.0,73.0,Right Fullback,0.375,278,100,63,115,12,56,3,0,1,0,0,0,1985
phil-jagielka,Phil Jagielka,Everton FC,England,17.08.1982,180.0,83.0,Center Back,0.25,509,241,131,137,27,25,0,2,1,0,0,0,1982
phil-jones,Phil Jones,Manchester United,England,21.02.1992,180.0,71.0,Center Back,0.0,160,84,36,40,5,24,0,0,1,0,0,0,1992
phil-neville,Phil Neville,Everton FC,England,21.01.1977,180.0,75.0,Right Fullback,0.25,701,392,155,154,12,111,2,1,1,0,0,0,1977
philipp-bargfrede,Philipp Bargfrede,Werder Bremen,Germany,03.03.1989,174.0,71.0,Defensive Midfielder,0.25,153,61,37,55,5,34,1,0,0,1,0,0,1989
philipp-klement,Philipp Klement,1. FC Nürnberg,Germany,09.09.1992,174.0,69.0,Center Midfielder,0.0,119,54,28,37,25,4,0,0,0,1,0,0,1992
philipp-lahm,Philipp Lahm,Bayern München,Germany,11.11.1983,170.0,66.0,Left Fullback,0.25,615,397,108,110,20,46,0,0,0,1,0,0,1983
philipp-wollscheid,Philipp Wollscheid,Bayer Leverkusen,Germany,06.03.1989,194.0,88.0,Center Back,0.0,191,89,33,69,10,28,0,0,0,1,0,0,1989
philippe-senderos,Philippe Senderos,Fulham FC,England,14.02.1985,190.0,84.0,Center Back,0.0,274,133,67,74,12,45,1,2,1,0,0,0,1985
pina, Pina,RCD Mallorca,Spain,14.10.1987,185.0,78.0,Center Midfielder,0.125,120,44,31,45,3,30,0,0,0,0,0,1,1987
pinto, Pinto,FC Barcelona,Spain,08.11.1975,185.0,82.0,Goalkeeper,0.0,229,110,46,73,0,17,0,1,0,0,0,1,1975
piotr-trochowski,Piotr Trochowski,Sevilla FC,Spain,22.03.1984,168.0,73.0,Attacking Midfielder,0.25,422,208,96,118,53,37,1,0,0,0,0,1,1984
pique, Piqué,FC Barcelona,Spain,02.02.1987,192.0,85.0,Center Back,0.0,380,268,71,41,29,77,4,4,0,0,0,1,1987
pirmin-schwegler,Pirmin Schwegler,Eintracht Frankfurt,Germany,09.03.1987,178.0,68.0,Defensive Midfielder,0.0,260,113,57,90,8,50,1,1,0,1,0,0,1987
piscu, Piscu,Wigan Athletic,England,25.02.1987,184.0,77.0,Center Back,0.0,59,19,12,28,1,12,0,1,1,0,0,0,1987
piti, Piti,Rayo Vallecano,Spain,26.05.1981,174.0,69.0,Attacking Midfielder,0.0,210,81,47,82,53,46,0,0,0,0,0,1,1981
pizzi, Pizzi,Deportivo La Coruña,Spain,06.10.1989,172.0,66.0,Left Winger,0.0,131,37,41,53,21,14,2,0,0,0,0,1,1989
pozuelo, Pozuelo,Real Betis,Spain,20.09.1991,170.0,63.0,Attacking Midfielder,0.5,69,23,14,32,5,3,1,0,0,0,0,1,1991
predrag-stevanovic,Predrag Stevanović,Werder Bremen,Germany,03.03.1991,178.0,63.0,Attacking Midfielder,0.125,69,21,20,28,12,3,0,0,0,1,0,0,1991
punal, Puñal,CA Osasuna,Spain,06.09.1975,179.0,73.0,Defensive Midfielder,0.25,442,146,111,185,24,144,3,3,0,0,0,1,1975
puyol, Puyol,FC Barcelona,Spain,13.04.1978,178.0,80.0,Center Back,0.0,655,421,134,100,20,119,2,1,0,0,0,1,1978
radamel-falcao,Radamel Falcao,Atlético Madrid,Spain,10.02.1986,177.0,72.0,Center Forward,0.375,344,192,75,77,210,54,0,2,0,0,0,1,1986
radoslav-zabavnik,Radoslav Zabavník,1. FSV Mainz 05,Germany,16.09.1980,180.0,78.0,Left Fullback,0.125,203,74,56,73,2,46,1,0,0,1,0,0,1980
rafa_2, Rafa,Getafe CF,Spain,09.04.1985,183.0,72.0,Left Fullback,0.375,162,52,41,69,4,46,2,1,0,0,0,1,1985
rafael-van-der-vaart,Rafael van der Vaart,Hamburger SV,Germany,11.02.1983,176.0,74.0,Attacking Midfielder,0.125,572,319,118,135,185,78,1,4,0,1,0,0,1983
rafael_5, Rafael,Manchester United,England,09.07.1990,173.0,80.0,Right Fullback,0.25,169,112,26,31,7,33,2,1,1,0,0,0,1990
rafinha, Rafinha,Bayern München,Germany,07.09.1985,172.0,68.0,Right Fullback,0.25,340,200,62,78,16,80,2,2,0,1,0,0,1985
rafinha_4, Rafinha,FC Barcelona,Spain,12.02.1993,172.0,65.0,Attacking Midfielder,0.75,121,45,30,46,23,20,0,1,0,0,0,1,1993
ragnar-klavan,Ragnar Klavan,FC Augsburg,Germany,30.10.1985,185.0,79.0,Center Back,0.0,351,126,77,148,8,38,0,2,0,1,0,0,1985
raheem-sterling,Raheem Sterling,Liverpool FC,England,08.12.1994,170.0,69.0,Right Midfielder,0.75,89,51,15,23,16,9,0,0,1,0,0,0,1994
ralf-faehrmann,Ralf Fährmann,FC Schalke 04,Germany,27.09.1988,196.0,93.0,Goalkeeper,0.0,115,54,20,41,0,3,0,2,0,1,0,0,1988
ramalho_4, Ramalho,Athletic Bilbao,Spain,10.06.1993,181.0,68.0,Center Back,0.625,43,19,12,12,0,2,1,0,0,0,0,1,1993
ramires, Ramires,Chelsea FC,England,24.03.1987,180.0,64.0,Center Midfielder,1.0,362,212,66,84,51,85,7,1,1,0,0,0,1987
ramis, Ramis,Wigan Athletic,England,25.10.1984,188.0,82.0,Center Back,0.25,212,76,48,88,14,38,2,2,1,0,0,0,1984
rani-khedira,Rani Khedira,VfB Stuttgart,Germany,27.01.1994,188.0,83.0,Defensive Midfielder,0.375,88,33,19,36,2,14,0,0,0,1,0,0,1994
raoul-loe,Raoul Loé,CA Osasuna,Spain,31.01.1989,192.0,83.0,Defensive Midfielder,1.0,57,15,14,28,2,10,1,0,0,0,0,1,1989
raphael-holzhauser,Raphael Holzhauser,VfB Stuttgart,Germany,16.02.1993,193.0,85.0,Center Midfielder,0.125,158,65,39,54,30,18,0,1,0,1,0,0,1993
raphael-schaefer,Raphael Schäfer,1. FC Nürnberg,Germany,30.01.1979,190.0,92.0,Goalkeeper,0.25,379,143,89,147,0,31,0,0,0,1,0,0,1979
raphael-varane,Raphaël Varane,Real Madrid,Spain,25.04.1993,191.0,78.0,Center Back,0.5,106,65,19,22,9,5,0,0,0,0,0,1,1993
raphael-wolf,Raphael Wolf,Werder Bremen,Germany,06.06.1988,190.0,86.0,Goalkeeper,0.25,164,44,41,79,0,3,0,1,0,1,0,0,1988
rasmus-joensson,Rasmus Jönsson,VfL Wolfsburg,Germany,27.01.1990,192.0,70.0,Center Forward,0.0,165,94,26,45,40,7,0,0,0,1,0,0,1990
raul-albiol, Raúl Albiol,Real Madrid,Spain,04.09.1985,190.0,82.0,Center Back,0.0,392,242,71,79,10,68,1,3,0,0,0,1,1985
raul-garcia, Raúl García,Atlético Madrid,Spain,11.07.1986,183.0,81.0,Attacking Midfielder,0.125,403,212,84,107,59,106,3,3,0,0,0,1,1986
raul-rodriguez_2, Raúl Rodríguez,Espanyol Barcelona,Spain,22.09.1987,183.0,74.0,Center Back,0.25,89,23,25,41,0,12,0,1,0,0,0,1,1987
raul_10, Raúl,Athletic Bilbao,Spain,13.03.1988,196.0,86.0,Goalkeeper,0.0,20,5,11,4,0,1,0,0,0,0,0,1,1988
recio_2, Recio,Málaga CF,Spain,11.01.1991,183.0,74.0,Left Midfielder,0.25,90,37,15,38,6,18,1,0,0,0,0,1,1991
remi-gomis,Rémi Gomis,Valenciennes FC,France,14.02.1984,180.0,74.0,Defensive Midfielder,1.0,186,56,62,68,8,28,1,0,0,0,1,0,1984
remy-cabella,Rémy Cabella,Montpellier HSC,France,08.03.1990,171.0,62.0,Attacking Midfielder,0.0,131,49,37,45,29,16,0,0,0,0,1,0,1990
remy-vercoutre,Rémy Vercoutre,Olympique Lyon,France,26.06.1980,184.0,72.0,Goalkeeper,0.0,116,58,27,31,0,9,2,0,0,0,1,0,1980
renato-civelli,Renato Civelli,OGC Nice,France,14.10.1983,191.0,87.0,Center Back,0.0,311,121,93,97,24,71,2,7,0,0,1,0,1983
renaud-cohade,Renaud Cohade,AS Saint-Étienne,France,29.09.1984,180.0,78.0,Defensive Midfielder,0.0,254,94,80,80,23,32,2,0,0,0,1,0,1984
rene-adler,René Adler,Hamburger SV,Germany,15.01.1985,191.0,87.0,Goalkeeper,0.25,286,123,56,107,0,17,0,0,0,1,0,0,1985
reyes, Reyes,Sevilla FC,Spain,01.09.1983,176.0,73.0,Left Midfielder,0.125,509,246,122,141,81,75,5,5,0,0,0,1,1983
ricardo-carvalho, Ricardo Carvalho,Real Madrid,Spain,18.05.1978,182.0,79.0,Center Back,0.25,427,281,87,59,19,82,3,1,0,0,0,1,1978
ricardo-costa, Ricardo Costa,Valencia CF,Spain,16.05.1981,183.0,80.0,Center Back,0.25,246,102,64,80,21,50,7,4,0,0,0,1,1981
ricardo-rodriguez,Ricardo Rodríguez,VfL Wolfsburg,Germany,25.08.1992,180.0,77.0,Left Fullback,0.375,148,69,34,45,9,8,1,0,0,1,0,0,1992
ricardo-vaz-te, Ricardo Vaz Tê,West Ham United,England,01.10.1986,188.0,79.0,Left Winger,0.625,187,64,46,77,42,13,0,0,1,0,0,0,1986
richard-dunne,Richard Dunne,Aston Villa,England,21.09.1979,188.0,95.0,Center Back,0.0,593,224,157,212,16,94,6,6,1,0,0,0,1979
richard-strebinger,Richard Strebinger,Werder Bremen,Germany,14.02.1993,194.0,90.0,Goalkeeper,0.0,83,37,13,33,0,6,1,2,0,1,0,0,1993
riesgo, Riesgo,CA Osasuna,Spain,06.10.1983,185.0,76.0,Goalkeeper,0.0,139,35,37,67,0,9,0,1,0,0,0,1,1983
riki, Riki,Deportivo La Coruña,Spain,11.08.1980,187.0,84.0,Center Forward,0.0,304,113,75,116,67,39,3,0,0,0,0,1,1980
rio-ferdinand,Rio Ferdinand,Manchester United,England,07.11.1978,189.0,82.0,Center Back,0.25,726,431,146,149,16,51,1,0,1,0,0,0,1978
rio-mavuba,Rio Mavuba,Lille OSC,France,08.03.1984,171.0,64.0,Defensive Midfielder,0.75,412,192,126,94,7,43,0,1,0,0,1,0,1984
rob-friend,Rob Friend,Eintracht Frankfurt,Germany,23.01.1981,195.0,94.0,Center Forward,0.0,221,88,48,85,52,24,1,0,0,1,0,0,1981
robbie-kruse,Robbie Kruse,Fortuna Düsseldorf,Germany,05.10.1988,179.0,70.0,Right Midfielder,0.0,167,72,44,51,30,25,0,0,0,1,0,0,1988
robert-almer,Robert Almer,Fortuna Düsseldorf,Germany,20.03.1984,194.0,88.0,Goalkeeper,0.0,112,52,24,36,0,1,0,0,0,1,0,0,1984
robert-green,Robert Green,Queens Park Rangers,England,19.01.1980,188.0,77.0,Goalkeeper,0.25,504,197,119,188,0,4,0,2,1,0,0,0,1980
robert-huth,Robert Huth,Stoke City,England,18.08.1984,187.0,80.0,Center Back,0.0,333,134,87,112,25,69,1,2,1,0,0,0,1984
robert-lewandowski,Robert Lewandowski,Borussia Dortmund,Germany,21.08.1988,184.0,78.0,Center Forward,0.0,318,180,72,66,157,31,0,1,0,1,0,0,1988
robert-mak,Róbert Mak,1. FC Nürnberg,Germany,08.03.1991,179.0,75.0,Right Winger,0.125,109,34,27,48,17,9,0,0,0,1,0,0,1991
robert-tesche,Robert Tesche,Hamburger SV,Germany,27.05.1987,182.0,78.0,Defensive Midfielder,0.125,186,69,46,71,17,16,1,2,0,1,0,0,1987
robert-zillner,Robert Zillner,SpVgg Greuther Fürth,Germany,04.08.1985,183.0,74.0,Left Midfielder,0.0,169,78,33,58,18,26,3,0,0,1,0,0,1985
roberto-firmino, Roberto Firmino,1899 Hoffenheim,Germany,02.10.1991,180.0,76.0,Attacking Midfielder,0.5,116,37,30,49,38,19,0,0,0,1,0,0,1991
roberto-lago, Roberto Lago,Celta Vigo,Spain,30.08.1985,178.0,76.0,Left Midfielder,0.25,190,74,45,71,6,37,5,0,0,0,0,1,1985
roberto_11, Roberto,Granada CF,Spain,25.01.1979,181.0,78.0,Goalkeeper,0.375,148,55,35,58,0,24,0,1,0,0,0,1,1979
roberto_5, Roberto,Real Zaragoza,Spain,10.02.1986,192.0,76.0,Goalkeeper,0.125,178,87,26,65,0,16,0,0,0,0,0,1,1986
robin-van-persie,Robin van Persie,Manchester United,England,06.08.1983,183.0,71.0,Right Winger,0.25,509,305,110,94,236,72,2,3,1,0,0,0,1983
rod-fanni,Rod Fanni,Olympique Marseille,France,06.12.1981,186.0,78.0,Right Fullback,0.75,354,133,107,114,7,41,0,4,0,0,1,0,1981
roderick-miranda, Roderick Miranda,Deportivo La Coruña,Spain,30.03.1991,192.0,85.0,Center Back,0.375,70,30,15,25,0,19,1,0,0,0,0,1,1991
roel-brouwers,Roel Brouwers,Bor. Mönchengladbach,Germany,28.11.1981,192.0,81.0,Center Back,0.0,289,120,75,94,23,46,3,4,0,1,0,0,1981
roland-lamah,Roland Lamah,CA Osasuna,Spain,31.12.1987,180.0,71.0,Left Midfielder,1.0,217,66,63,88,29,24,2,0,0,0,0,1,1987
romain-danze,Romain Danzé,Stade Rennes,France,03.07.1986,184.0,71.0,Right Midfielder,0.25,241,104,68,69,8,21,0,0,0,0,1,0,1986
romain-pitau,Romain Pitau,Montpellier HSC,France,08.08.1977,178.0,70.0,Defensive Midfielder,0.125,351,129,104,118,7,59,1,1,0,0,1,0,1977
roman-neustaedter,Roman Neustädter,FC Schalke 04,Germany,18.02.1988,190.0,83.0,Center Back,0.125,262,139,54,69,18,29,2,0,0,1,0,0,1988
roman-weidenfeller,Roman Weidenfeller,Borussia Dortmund,Germany,06.08.1980,188.0,85.0,Goalkeeper,0.25,414,206,95,113,0,29,0,3,0,1,0,0,1980
romaric, Romaric,Real Zaragoza,Spain,04.06.1983,187.0,88.0,Defensive Midfielder,0.75,365,143,87,135,45,64,1,3,0,0,0,1,1983
romelu-lukaku,Romelu Lukaku,West Bromwich Albion,England,13.05.1993,193.0,95.0,Center Forward,0.75,211,103,45,63,79,12,1,0,1,0,0,0,1993
ron-robert-zieler,Ron-Robert Zieler,Hannover 96,Germany,12.02.1989,188.0,83.0,Goalkeeper,0.125,174,74,39,61,0,10,0,1,0,1,0,0,1989
ron-vlaar,Ron Vlaar,Aston Villa,England,16.02.1985,189.0,80.0,Center Back,0.125,249,118,60,71,12,27,1,0,1,0,0,0,1985
ronan-le-crom,Ronan Le Crom,Paris Saint-Germain,France,13.07.1974,186.0,77.0,Goalkeeper,0.25,168,50,43,75,0,2,0,2,0,0,1,0,1974
ronny-garbuschewski,Ronny Garbuschewski,Fortuna Düsseldorf,Germany,23.02.1986,178.0,75.0,Right Midfielder,0.375,222,106,55,61,45,30,2,1,0,1,0,0,1986
ronny-philp,Ronny Philp,FC Augsburg,Germany,28.01.1989,183.0,78.0,Right Fullback,0.0,140,57,32,51,4,20,1,0,0,1,0,0,1989
roque-santa-cruz,Roque Santa Cruz,Málaga CF,Spain,16.08.1981,191.0,83.0,Center Forward,0.5,533,250,133,150,134,17,0,0,0,0,0,1,1981
rory-delap,Rory Delap,Stoke City,England,06.07.1976,183.0,81.0,Center Midfielder,0.125,494,171,133,190,26,57,2,4,1,0,0,0,1976
ross-turnbull,Ross Turnbull,Chelsea FC,England,04.01.1985,193.0,85.0,Goalkeeper,0.0,116,31,31,54,0,5,0,1,1,0,0,0,1985
roy-contout,Roy Contout,FC Sochaux,France,11.02.1985,174.0,62.0,Center Forward,0.5,232,68,72,92,25,26,0,0,0,0,1,0,1985
ruben, Rubén,CA Osasuna,Spain,29.01.1982,187.0,83.0,Center Back,0.0,173,59,47,67,7,42,3,0,0,0,0,1,1982
ruben-castro, Rubén Castro,Real Betis,Spain,27.06.1981,172.0,69.0,Right Winger,0.25,349,121,88,140,126,29,0,1,0,0,0,1,1981
ruben-garcia_3, Rubén García,Levante UD,Spain,14.07.1993,171.0,72.0,Right Midfielder,0.75,81,33,18,30,7,14,0,0,0,0,0,1,1993
ruben-mino, Rubén Miño,RCD Mallorca,Spain,18.01.1989,190.0,87.0,Goalkeeper,0.625,61,19,16,26,0,5,0,0,0,0,0,1,1989
ruben-pardo, Rubén Pardo,Real Sociedad,Spain,22.10.1992,182.0,68.0,Center Midfielder,0.0,95,45,24,26,4,11,0,0,0,0,0,1,1992
ruben-perez_2, Rubén Pérez,Real Betis,Spain,26.04.1989,178.0,72.0,Defensive Midfielder,0.25,111,37,34,40,1,46,1,0,0,0,0,1,1989
rudy-mater,Rudy Mater,Valenciennes FC,France,13.10.1980,178.0,70.0,Right Fullback,0.0,235,75,66,94,6,55,2,0,0,0,1,0,1980
rui-fonte, Rui Fonte,Espanyol Barcelona,Spain,23.04.1990,181.0,73.0,Center Forward,0.5,85,26,23,36,8,11,0,0,0,0,0,1,1990
ryad-boudebouz,Ryad Boudebouz,FC Sochaux,France,19.02.1990,172.0,59.0,Right Midfielder,0.25,213,64,57,92,29,15,1,0,0,0,1,0,1990
ryan-bertrand,Ryan Bertrand,Chelsea FC,England,05.08.1989,179.0,85.0,Left Fullback,0.625,224,88,61,75,4,31,0,0,1,0,0,0,1989
ryan-mason,Ryan Mason,Tottenham Hotspur (R),England,13.06.1991,175.0,71.0,Attacking Midfielder,0.125,79,23,22,34,12,8,0,0,1,0,0,0,1991
ryan-mclaughlin_2,Ryan McLaughlin,Liverpool FC,England,30.09.1994,183.0,75.0,Right Fullback,0.0,16,4,2,10,2,1,0,0,1,0,0,0,1994
ryan-nelsen,Ryan Nelsen,Queens Park Rangers,England,18.10.1977,188.0,84.0,Center Back,0.25,276,102,73,101,16,29,2,1,1,0,0,0,1977
ryan-shawcross,Ryan Shawcross,Stoke City,England,04.10.1987,183.0,76.0,Center Back,0.0,286,109,77,100,20,59,2,2,1,0,0,0,1987
salomon-kalou,Salomon Kalou,Lille OSC,France,05.08.1985,184.0,77.0,Left Winger,0.75,454,273,99,82,148,22,0,0,0,0,1,0,1985
salva-ruiz, Salva Ruiz,Valencia CF,Spain,17.05.1995,175.0,70.0,Left Fullback,0.25,18,6,4,8,0,1,0,0,0,0,0,1,1995
salva-sevilla, Salva Sevilla,Real Betis,Spain,18.03.1984,178.0,70.0,Attacking Midfielder,0.25,189,72,48,69,30,42,1,0,0,0,0,1,1984
salvatore-sirigu,Salvatore Sirigu,Paris Saint-Germain,France,12.01.1987,190.0,80.0,Goalkeeper,0.25,230,127,48,55,0,10,0,0,0,0,1,0,1987
sam-johnstone,Sam Johnstone,Manchester United,England,25.03.1993,191.0,85.0,Goalkeeper,0.0,48,11,18,19,0,4,0,0,1,0,0,0,1993
sami-khedira,Sami Khedira,Real Madrid,Spain,04.04.1987,189.0,85.0,Center Midfielder,0.25,354,216,68,70,36,50,1,0,0,0,0,1,1987
samir-nasri,Samir Nasri,Manchester City,England,26.06.1987,177.0,75.0,Attacking Midfielder,0.0,444,234,102,108,65,36,0,1,1,0,0,0,1987
samuel_8, Samuel,Celta Vigo,Spain,26.04.1985,187.0,83.0,Center Back,0.25,152,68,36,48,8,33,1,2,0,0,0,1,1985
san-jose_2, San José,Athletic Bilbao,Spain,30.05.1989,186.0,77.0,Center Back,0.0,180,84,37,59,20,44,0,1,0,0,0,1,1989
sandro_10, Sandro,Tottenham Hotspur,England,15.03.1989,187.0,75.0,Defensive Midfielder,0.5,198,104,41,53,10,42,0,0,1,0,0,0,1989
santi-cazorla, Santi Cazorla,Arsenal FC,England,13.12.1984,168.0,66.0,Right Midfielder,0.25,466,255,98,113,76,39,0,0,1,0,0,0,1984
sascha-moelders,Sascha Mölders,FC Augsburg,Germany,20.03.1985,185.0,79.0,Center Forward,0.0,247,89,58,100,121,17,0,0,0,1,0,0,1985
sascha-riether,Sascha Riether,Fulham FC,England,23.03.1983,174.0,70.0,Defensive Midfielder,0.25,417,169,89,159,13,43,0,0,1,0,0,0,1983
sascha-schuenemann,Sascha Schünemann,Hannover 96,Germany,20.02.1992,179.0,72.0,Center Midfielder,0.0,116,55,21,40,5,14,1,4,0,1,0,0,1992
saul, Saúl,Deportivo La Coruña,Spain,09.04.1985,176.0,70.0,Right Midfielder,0.125,135,45,40,50,15,15,1,0,0,0,0,1,1985
scott-parker,Scott Parker,Tottenham Hotspur,England,13.10.1980,175.0,69.0,Center Midfielder,0.0,465,180,113,172,30,101,3,2,1,0,0,0,1980
scott-sinclair,Scott Sinclair,Manchester City,England,25.03.1989,177.0,64.0,Left Winger,0.75,215,86,52,77,47,5,0,0,1,0,0,0,1989
sead-kolasinac,Sead Kolasinac,FC Schalke 04,Germany,20.06.1993,183.0,82.0,Left Fullback,0.125,116,70,23,23,15,25,0,0,0,1,0,0,1993
sebastian-boenisch,Sebastian Boenisch,Bayer Leverkusen,Germany,01.02.1987,191.0,85.0,Left Fullback,0.0,188,90,51,47,6,22,1,1,0,1,0,0,1987
sebastian-coates,Sebastián Coates,Liverpool FC,England,07.10.1990,196.0,85.0,Center Back,0.125,124,77,22,25,7,26,1,0,1,0,0,0,1990
sebastian-fernandez,Sebastián Fernández,Málaga CF,Spain,23.05.1985,168.0,69.0,Center Forward,0.0,201,82,48,71,33,19,0,2,0,0,0,1,1985
sebastian-freis,Sebastian Freis,SC Freiburg,Germany,23.04.1985,183.0,78.0,Center Forward,0.0,268,98,65,105,54,14,0,0,0,1,0,0,1985
sebastian-jung,Sebastian Jung,Eintracht Frankfurt,Germany,22.06.1990,179.0,72.0,Right Fullback,0.0,238,103,61,74,11,17,0,0,0,1,0,0,1990
sebastian-kehl,Sebastian Kehl,Borussia Dortmund,Germany,13.02.1980,188.0,80.0,Defensive Midfielder,0.0,459,236,107,116,35,89,3,3,0,1,0,0,1980
sebastian-langkamp,Sebastian Langkamp,FC Augsburg,Germany,15.01.1988,190.0,85.0,Center Back,0.0,182,56,48,78,12,39,1,1,0,1,0,0,1988
sebastian-larsson,Sebastian Larsson,Sunderland AFC,England,06.06.1985,178.0,70.0,Right Midfielder,0.0,397,166,95,136,42,58,0,0,1,0,0,0,1985
sebastian-mielitz,Sebastian Mielitz,Werder Bremen,Germany,18.07.1989,188.0,73.0,Goalkeeper,0.0,124,40,28,56,0,3,0,0,0,1,0,0,1989
sebastian-polter,Sebastian Polter,1. FC Nürnberg,Germany,01.04.1991,190.0,88.0,Center Forward,0.0,152,66,37,49,44,19,1,2,0,1,0,0,1991
sebastian-proedl,Sebastian Prödl,Werder Bremen,Germany,21.06.1987,194.0,85.0,Center Back,0.125,247,95,53,99,18,38,1,1,0,1,0,0,1987
sebastian-rode,Sebastian Rode,Eintracht Frankfurt,Germany,11.10.1990,179.0,67.0,Defensive Midfielder,0.0,150,62,39,49,7,21,0,1,0,1,0,0,1990
sebastian-rudy,Sebastian Rudy,1899 Hoffenheim,Germany,28.02.1990,177.0,72.0,Defensive Midfielder,0.0,208,82,58,68,21,37,0,0,0,1,0,0,1990
sebastian-tyrala,Sebastian Tyrała,SpVgg Greuther Fürth,Germany,22.02.1988,172.0,78.0,Attacking Midfielder,0.0,171,59,35,77,22,25,2,1,0,1,0,0,1988
sebastien-bassong,Sébastien Bassong,Norwich City,England,09.07.1986,187.0,84.0,Center Back,1.0,231,66,67,98,6,17,1,3,1,0,0,0,1986
sebastien-puygrenier,Sébastien Puygrenier,AS Nancy,France,28.01.1982,186.0,64.0,Center Back,0.25,256,85,82,89,25,57,1,3,0,0,1,0,1982
sebastien-roudet,Sébastien Roudet,FC Sochaux,France,16.06.1981,180.0,67.0,Attacking Midfielder,0.125,281,88,79,114,27,34,0,2,0,0,1,0,1981
sebastien-squillaci,Sébastien Squillaci,Arsenal FC,England,11.08.1980,183.0,76.0,Center Back,0.125,365,185,92,88,23,37,0,2,1,0,0,0,1980
sejad-salihovic,Sejad Salihović,1899 Hoffenheim,Germany,08.10.1984,180.0,81.0,Center Midfielder,0.25,339,136,81,122,90,77,4,2,0,1,0,0,1984
senah-mango,Sénah Mango,Olympique Marseille,France,13.12.1989,181.0,78.0,Center Back,1.0,3,0,2,1,0,1,0,0,0,0,1,0,1989
sercan-sararer,Sercan Sararer,SpVgg Greuther Fürth,Germany,27.11.1989,180.0,83.0,Left Winger,0.0,175,74,41,60,36,13,2,0,0,1,0,0,1989
serdar-tasci,Serdar Taşçı,VfB Stuttgart,Germany,24.04.1987,186.0,75.0,Center Back,0.25,292,142,58,92,16,45,0,3,0,1,0,0,1987
sereno, Sereno,Real Valladolid,Spain,18.05.1985,188.0,78.0,Center Back,0.25,132,51,32,49,5,35,2,4,0,0,0,1,1985
sergio-alvarez_3, Sergio Álvarez,Celta Vigo,Spain,03.08.1986,179.0,75.0,Goalkeeper,0.125,29,19,3,7,0,0,0,1,0,0,0,1,1986
sergio-escudero_3, Sergio Escudero,FC Schalke 04,Germany,02.09.1989,176.0,67.0,Left Fullback,0.125,89,34,23,32,5,16,1,0,0,1,0,0,1989
sergio-garcia, Sergio García,Espanyol Barcelona,Spain,09.06.1983,174.0,72.0,Center Forward,0.25,313,111,88,114,73,41,2,2,0,0,0,1,1983
sergio-ramos, Sergio Ramos,Real Madrid,Spain,30.03.1986,183.0,75.0,Right Fullback,0.0,547,368,81,98,58,151,12,7,0,0,0,1,1986
sergio-sanchez_2, Sergio Sánchez,Málaga CF,Spain,03.04.1986,185.0,76.0,Right Fullback,0.25,174,66,46,62,5,53,3,1,0,0,0,1,1986
sergio-tejera, Sergio Tejera,Espanyol Barcelona,Spain,28.05.1990,180.0,75.0,Attacking Midfielder,0.5,57,16,12,29,1,19,0,0,0,0,0,1,1990
shaun-maloney,Shaun Maloney,Wigan Athletic,England,24.01.1983,173.0,69.0,Left Midfielder,0.125,292,159,47,86,57,14,0,0,1,0,0,0,1983
shaun-wright-phillips,Shaun Wright-Phillips,Queens Park Rangers,England,25.10.1981,168.0,64.0,Right Winger,1.0,460,210,111,139,58,22,1,0,1,0,0,0,1981
shawn-parker,Shawn Parker,1. FSV Mainz 05,Germany,07.03.1993,179.0,76.0,Center Forward,0.5,126,52,32,42,31,18,2,2,0,1,0,0,1993
shay-given,Shay Given,Aston Villa,England,20.04.1976,188.0,84.0,Goalkeeper,0.0,665,272,180,213,0,20,0,1,1,0,0,0,1976
shinji-kagawa,Shinji Kagawa,Manchester United,England,17.03.1989,172.0,63.0,Attacking Midfielder,0.25,193,116,35,42,58,9,0,0,1,0,0,0,1989
shinji-okazaki,Shinji Okazaki,VfB Stuttgart,Germany,16.04.1986,173.0,70.0,Center Forward,0.25,261,119,58,84,89,18,0,0,0,1,0,0,1986
siaka-tiene,Siaka Tiéné,Paris Saint-Germain,France,22.02.1982,176.0,72.0,Left Fullback,0.75,224,97,78,49,9,51,5,1,0,0,1,0,1982
sidney-govou,Sidney Govou,Évian Thonon Gaillard,France,27.07.1979,175.0,72.0,Right Winger,0.875,473,250,126,97,73,55,3,0,0,0,1,0,1979
sidney-sam,Sidney Sam,Bayer Leverkusen,Germany,31.01.1988,174.0,71.0,Attacking Midfielder,0.25,251,119,64,68,61,29,1,0,0,1,0,0,1988
silvio_2, Sílvio,Atlético Madrid,Spain,28.09.1987,178.0,72.0,Right Fullback,0.25,141,61,37,43,3,30,1,0,0,0,0,1,1987
simao, Simão,Espanyol Barcelona,Spain,31.10.1979,170.0,64.0,Left Midfielder,0.25,479,225,108,146,94,56,3,1,0,0,0,1,1979
simon-davies,Simon Davies,Fulham FC,England,23.10.1979,178.0,72.0,Left Midfielder,0.25,411,143,99,169,41,22,1,0,1,0,0,0,1979
